Published,User,Comment,comment_trans
2023-11-17T02:34:25Z,@srihartatirusdi1837,"Dinegeri sebelah....atas dasar kemanusiaan mereka diterima (dahulu), tapi yg terjadi sekarang  mereka berusaha dan berani mengklaim kawasan2/daerah2 tertentu untuk mereka duduki. Yang parahnya mereka berani kepada yg punya rumah. Semoga kita bisa belajar dari apa yg sudah terjadi disebelah.","In the next door ... on the basis of their humanity is accepted (formerly), but what happens now they try and dare to claim certain regions/regions for them to sit on. What's worse they dare to have a house. Hopefully we can learn from what has happened next."
2023-11-17T02:33:41Z,@susipinyuh7099,Ngapa di tolak .<br>Itu saudara kita,Why is it rejected. <br> That's our brother
2023-11-17T02:33:40Z,@muhammadrukman7123,"Bravo Pemda Aceh . Jika mereka menetap , di kemudian tahun akan membahaya kan dan merugi kan khusus nya Pemda Aceh dan umum nya Pemerintahan Indonesia .","Bravo Aceh Regional Government. If they settled, in the future the year will harm and loss specifically the Aceh Regional Government and the general government of the Indonesian government."
2023-11-17T02:33:34Z,@anakdesa6482,Bener ..kasih bantuan bis itu surih lnjutkn perjlanan,Really .. thanks for the help of the bus surih lnjutkn jlasan
2023-11-17T02:33:26Z,@sapusapuan9671,Nanti kalau di sini jajah,"Later, if it's here"
2023-11-17T02:33:02Z,@JulioDossantos-uy7op,Banyak negara Muslim hidup dengan konflik terutama ras dan sbgnya.,"Many Muslim countries live with conflicts, especially races and as they are."
2023-11-17T02:32:44Z,@hasniangsana1294,Nanti masuk Malaysia pula ni..tak tahulah macamana negara Malaysia nak menghalang mereka..dah beratus ribu dah di Malaysia..habis negeri mereka dah jajah dan semua pekerjaan dah dibolot oleh mereka termasuk pasar2 besar di Malaysia....warga Aceh mengambil keputusan yang tepat bagi menggelak menerima nasib seperti Malaysia,"Later in Malaysia, this is also a kind of Malaysian country, I will block them ... I will get thousands of thousands in Malaysia ... after their country has been justified and all the work has been fired by them including large markets in Malaysia ... Acehnese citizens make decisions which is right for holding a fate like Malaysia"
2023-11-17T02:32:37Z,@pawaeasomin2613,Nyanyi bela paletane pas saudara muslim lain terdampar di usir mana uhua islam,Singing Bela Paletane when other Muslim brothers were stranded on the expelt from Uhua Islam
2023-11-17T02:32:30Z,@hanirorayi9275,Warga sendiri susah.....<br>HEBAT ACEH......<br>PENGUNGSI DIBERI BEKAL....<br>Smoga sejahtera warga Aceh....,Residents themselves are difficult ..... great Aceh ...... <br> refugees are given provisions .... <br> Hopefully the prosperity of Acehnese citizens ....
2023-11-17T02:32:09Z,@DoaAulia-ij4yj,Masya allah aceh😭 tolong lah aceh engkau lah yg ada mudah rizki sampaykje makkah. Suku lain banyak di indo tapi masa alah menolong telur asin tak kan mns,"Mashallah Aceh got, please Aceh, you are the ones who are easy for Rizki, Makkah. There are many other tribes in Indo, but the time is helping salted eggs not MNS"
2023-11-17T02:32:04Z,@eddykof8958,"Udah pada sadar warga Aceh., Menerima pengungsi Rohingya sama sama saja mendatangkan masalah untuk mereka sendiri","Already aware of the people of Aceh., Receiving Rohingya refugees is the same as bringing problems to themselves"
2023-11-17T02:31:47Z,@az4770,Sdh trll banyak jngn smp bikin susah sndr. Maaf,"Already a lot, don't make it difficult to make it difficult. Excuse me"
2023-11-17T02:31:45Z,@kudaputih1275,"bela Rohingya,,, mereka kaum SE iman,,,, kok malah di tolak !???  <br>  bgaimana jikalau itu masyarakat palestina !??? <br>    wahhh pasti nyambutnya bgaikn pahlawan ,,,","Bela Rohingya ,,, they are the people of faith ,,,, how come even rejected! ??? <br> How about that Palestinian community! ??? <br> wahhh definitely greeted him to the heroes ,,,"
2023-11-17T02:31:29Z,@syahninhananie9231,Ya Allah 😢,O Allah 😢
2023-11-17T02:31:26Z,@isnaeni3454,"kalau kita kasih tinggal di indonesia...malah nanti jadi masalah...kadang sudah kasih ampla,mintak jantung....","If we give you living in Indonesia ... In fact, it will become a problem ... sometimes I give you ampla, ask your heart ..."
2023-11-17T02:31:15Z,@azharbudiman8272,Pengungsi itu orang susah coba sedikit berfikir dengan otak yang jernih janganlah kalian usir pengungsi tsb bantu mereka semampu kalian coba contoh hal itu kalian terjadi seperti mereka bagaimana sedihnya,"Refugees are difficult people try to think a little with a clear brain. Don't you expel the refugees, help them as much as you can try the example that you happen like them how sad"
2023-11-17T02:31:04Z,@wariatunjampiroso570,YaAlloh krnapaditolak kasian,"Yaalloh, because it is rejected"
2023-11-17T02:31:01Z,@user-hg8su1nf3v,Yg belum tau asli wataknya Rohingya dia pasti bilang kasian tp cobalah mengerti seperti negara&#39; jiran Singapura Thailand laos nepal di sana mereka menolaknya krn dia tau betul watak Rohingya klw dia di kasih hati dia akan berkuasa seperti sekarang di Malaysia dia menguasai lebih separoh perekonomian warga tempatan jd hati 2 dlm mengambil tindakan,Who do not know the original character of the Rohingya he must say sorry but try to understand like the country &#39; The neighbor of Singapore Thailand Laos Nepal there they reject it because he knows very well the Rohingya's character Klw he is given his heart he will rule as now in Malaysia he controls more than half the economy
2023-11-17T02:30:47Z,@owencawa8037,Lebih enak dorang masuk di negara kita. Kita aja masuk negara org susa skali ada yg kena tangkap bahakan sampai ada yg mati berpulu2 orang di laut. Itu bangsa mari dgn susa tapi klu suda 1 atau 2 tahu indonesia pun mereka bisa kuasa serupa sini Malaysia.,"It's better to enter our country. We just enter the country orgas, there are those who get caught up until someone dies in the same people in the sea. That is the nation with the Susa but if you have 1 or 2 know that Indonesia can be a similar power here Malaysia."
2023-11-17T02:30:41Z,@mazzaisariga5654,"Saya sebagai warga Aceh sangat setuju, kami bukan orang bodoh, alasan selalu terdampar, terdampar, klau memang terdampar kenapa selalu di Aceh terdampar nya, saya tidak suka jika daerah saya dijadikan tempat transit mereka untuk ke Malaysia dan tempat lain, selalu alasan terdampar🤔🤔🤔","I as Acehnese citizens strongly agree, we are not fools, the reason is always stranded, stranded, if we are stranded why in Aceh it is always stranded, I do not like it if my area is used as a place to transit to Malaysia and other places, always the reasons for stranded. 🤔"
2023-11-17T02:30:35Z,@roimansinaga9549,"Panggil saudara saudara mu lagi bung, siapa tau turun temurun jadi capres","Call your brother again, man, who knows hereditary becomes a presidential candidate"
2023-11-17T02:30:31Z,@user-jo9mj6hf3y,"Tadi sponsor aqua, gitu kok di boikot.  Apa bedanya rohingya dan palestina kok rohingya di tolak padahal sekarang gencar gencar nya boikot plus bantuan palestina,  semisal orang palestina banyak yg ngungsi ke indonesia apa juga di tolak.  Mari saya kita mikir buat apa boykot pasti kesempatan untuk persaingan dagang. Keluar berapa trilliun","Earlier the Aqua sponsor, how come it was boycotted. What is the difference between Rohingya and Palestine, the Rohingya are rejected even though now the incessant boycotts plus Palestinian assistance, such as Palestinians who are displaced to Indonesia or what is also rejected. Let me think of what Boykot is definitely an opportunity for trade competition. How many trillion came out"
2023-11-17T02:30:13Z,@mamadcabul_123,kita harus menerima sesama muslim adalah saudara bila mana perlu semua pengungsi palestina kita terima,We must accept fellow Muslims is a brother if we need all of our Palestinian refugees
2023-11-17T02:29:54Z,@muhammadtaufik1494,Hati hati dulu pernah ada org diterima di Palestina malah diduduki,Be careful that there was a person who was accepted in Palestine even occupied
2023-11-17T02:29:34Z,@anabiduani3131,"Kita bukan tidak mau menerima pengungsi sebab orang ini akan membuat masalah kedepan nya seperti bilang ke PBB bahwa di sengsara kan di Indonesia, juga menuntut kesetaraan padahal mereka banyak yg pemalas dan jg bnyk penipuan","We are not not willing to accept refugees because this person will make problems in the future such as saying to the United Nations that in the misery in Indonesia, also demands equality even though they are many who are lazy and also a lot of fraud"
2023-11-17T02:29:34Z,@taekdeh1866,Usir yaman juga karena mereka merampok kuburan pribumi,Kiluing Yemen also because they robbed the indigenous grave
2023-11-17T02:29:00Z,@devielyani542,kasian sih tapi takut jadi seperti israel,sorry but afraid of being like Israel
2023-11-17T02:28:47Z,@PENA.ALEA123,"Katanya seiman koq ga mau dibantu, giliran palestina yg jauhhh mau dibantu padahal seiman juga, gimana nii","He said in the faith, why don't you want to be helped, it is the turn of the Palestinians that you want to be helped even though it is also a faith"
2023-11-17T02:27:32Z,@andriyansah495,"Yg jauh di Palestina diperjuangkan matian2 sedangkan di depan mata diusir, ini lah yg dinamakan kemanusian versi kadrun otak pengikut nabi buta huruf nabi selangkangn","Far in Palestine is fought for death while in front of the eye is expelled, this is what is called the Kadrun version of the Brain version of the Prophet's illiteracy."
2023-11-17T02:27:17Z,@AvoraNusamandiri-qg7nx,Seorang muslim jika dia dpt kesulitan  kita ikut merasakan krn ada ikatan lailahaillallah.,A Muslim if he can have difficulty we feel because there is a bond of lailahaillallah.
2023-11-17T02:27:17Z,@antikemunafikan01,"Ini baru benar, pengungsi rohingya memilih indonesia karna diindonesia banyak mabok agama, sementara rohingya jd benalu di indonesia. Masyarakat Aceh mulai pinter dan maju cara berpikirnya..","This is only true, Rohingya refugees chose Indonesia because in Indonesia there were many religious drivers, while Rohingya were parasted in Indonesia. Acehnese people began to be smart and advanced ways of thinking .."
2023-11-17T02:27:02Z,@AlmarizalRizal-wb5ux,"Suruh halaw balik ke negara asal ,lihat aja contohnya di malaysia dikasih hati minta jantung ,seksrang kepala orang malaysia di injak injak sama mereka ,lihat aja selayang sudah di ambil alih sama mereka","Tell halaw back to the country of origin, just look at for example in Malaysia given a heart asking for a heart, sexy head of Malaysians on the stampede with them, just look at the same as they have been taken over by them"
2023-11-17T02:26:43Z,@margarethabadar6716,"Harusnya dikasih tinggal bbrp hari lah, maksimal 1minggu karena banyak anak2 yg perlu istirahat.","Should be given a few days left, a maximum of 1 week because many children need to rest."
2023-11-17T02:26:38Z,@endravideography,"Kasihan anak-anak rohingya, mana ni pemerintah kita ,tolonglah di bantu mereka  , kasihan anak anak berlayar di kapal dari rohingya ke indonesia, itu sangat jauh sekali ,😢 sedih melihat nya","Poor Rohingya children, where is our government, please help them, sorry for children to sail on the ship from Rohingya to Indonesia, that's very far, 😢 Sad to see it"
2023-11-17T02:26:21Z,@sombongkualat,"Pengungsi Rohingya lanjutlah berlayar ke Saudi Arabia, agar bisa ibadah umroh dapat pahala .","Rohingya refugees continue to sail to Saudi Arabia, so that it can worship Umrah can be rewarded."
2023-11-17T02:26:11Z,@zilonk1621,Kacian d tolak coba warga palstina yg ngungsi emmm langsung d terima kwkwkk munafik,Kacian D Rejects Palstina residents who are evacuated directly and receive a hypocritical kwkwkk
2023-11-17T02:25:03Z,@eenaenah6142,"Terima kasih atas dukungan semua pihak ,baik pemerintah ataupun para pegiat sosial media terhadap perjuangan  paguyuban Gempur Net89.<br>Tangis kesedihan para korban dana tersandera oleh  PTSMI NET89 mungkin sudah terlalu banyak yang menceritakan,oleh karena.itu<br>kami mohon agar  segera tuntaskan kasus net 89 ini,agar dana kami bisa segera kembali,dan para pelaku kejahatan  oknum PT SMI (SIMBIOTIK MULTITALENTA INDONESIA)  yang berstatus tersangka maupun yang masih bebas  melenggang , segera bisa diproses ke persidangan dan mendapat hukuman sesuai  perbuatannya . Cukup kami yang menjadi korban jangan ada korban lain di kemudian hari<br> Ingat!! Tuntut hak kita hingga di tangan kita<br><a href=""http://www.youtube.com/results?search_query=%23gempurnet89"">#GempurNet89</a><br><a href=""http://www.youtube.com/results?search_query=%23net89"">#Net89</a><br><a href=""http://www.youtube.com/results?search_query=%23kasusnet89"">#KasusNet89</a><br><a href=""http://www.youtube.com/results?search_query=%23ptsmi"">#ptsmi</a><br><a href=""http://www.youtube.com/results?search_query=%23simbiotikmultitalenhtaindonesia"">#SimbiotikMultitalenhtaIndonesia</a><br><a href=""http://www.youtube.com/results?search_query=%23polri"">#Polri</a><br><a href=""http://www.youtube.com/results?search_query=%23polisiindonesia"">#PolisiIndonesia</a><br><a href=""http://www.youtube.com/results?search_query=%23presisi"">#Presisi</a> <br>🙏🏻🙏🏻🙏🏻","Thank you for the support of all parties, both the government or social media activists in the struggle of the Gempur Net89 community. Complete the NET 89 case, so that our funds can be returned immediately, and the perpetrators of the crime of PT SMI (Symbiotic Multitalenta Indonesia) who are suspects or who are still free to walk, can immediately be processed to the trial and get punished according to their actions. Enough we are the victims, there are no other victims in the future <br> Remember !! Demand our rights to our hands <br> <a href=""http://www.youtube.com/results /www.youtube.com/results /a> <br> <a href=""http://www.youtube.com/results .com/results? Search_query =%23simbiotianmultitalentaindonesia "">#simbioticmultitalentaindonesia </a> <br> <a href=""http://www.youtube.com/results?search_query=%23polri""> Br> <a href=""http://www.youtube.com/results ? Search_query =%23presition "">#precision </a> <br> 🙏🏻🙏🏻 out"
2023-11-17T02:24:23Z,@jefriabdulrahman2400,Awas jgn kasih menetap banyak gak bagus nya,"Watch out, don't love a lot, it's not good"
2023-11-17T02:24:20Z,@ttrroollttooll6911,Tau kan rasanya? <br>Seperti negara eropa yg menerima imigran dari (isi sendiri),"You know, right? <br> Like European countries that receive immigrants from (self -content)"
2023-11-17T02:24:18Z,@tanuwidjayaady9515,"Kasih aja lah pulau kosong,masi banyak pulau kosong","Just give it an empty island, still many empty islands"
2023-11-17T02:24:05Z,@WilsonBiredoko-hd4sr,Diterima saudara seiman hai saudaraku di Aceh,"Accepted by brothers and sisters, my brother in Aceh"
2023-11-17T02:23:23Z,@WadnaDewi,kok org aceh ky gitu...hrsnya qt  sesama muslim bersaudara..mngp tega kpd sesama saudara muslim yg lg ditimpa kesusahan dan kesengsaraan.stdknya biarkan mreka istirahat serta dikasi mkanan dan obat2an sambil menunggu kebijakan dr pemerinth qt..coba seandai penduduk aceh yg berada diposisi org2 rohingya..,how come the Aceh ky is like that ... the most fellow Muslim brothers and sisters ... you have the heart to fellow Muslim brothers who are overwritten and misery. is in the position of the Rohingya ...
2023-11-17T02:23:04Z,@geaelnas2133,"Katanya kadrun.. <br>Kalau sesama muslim itu saudara..... Dan harus di bantu. <br>Contohnya macam penggungsi, yg rata rata muslimin ini. 😅<br>Berarti cuman pandai di mulut tapi gk tau cara mempratekkannya dalam kehidupanyg nyata😂😂😂<br>Begini nih.... Orang yg baik di mulut, busuk dihati😂","He said Kadrun .. <br> If fellow Muslims are siblings ... and must be helped. <br> Examples of types of refugees, the average Muslim. 😅 <br> means it's just smart in the mouth but don't know how to make it in real life😂😂😂😂 <br> This is ... a good person in the mouth, rotten in the heart."
2023-11-17T02:22:58Z,@priahina8161,Saya dukung warga situ,I support the residents there
2023-11-17T02:21:26Z,@eduntoruan843,Gak apa2 kan saudara  kita itu . terimah aja . setiap ada pegungsi terima aja menetap disana  agar   masyarakyat  kita bilang baik.,"It's okay for our brother. Just thank you. Every time there is a function, just accept it there so that our people say good."
2023-11-17T02:21:19Z,@wangsan7792,"Mana pemerintah kita, mana TNI kita","Where is our government, where is our TNI"
2023-11-17T02:21:18Z,@wakmuda2078,"Bagus itu,tolah aja,Krn sudah sering kehadiran mereka","Good, just just, because they have often presented"
2023-11-17T02:20:30Z,@MohdamranKhosmi-od8yp,Jangan bagi masuk mereka ini sama seperti palastina nanti,Don't share them with Palastina later
2023-11-17T02:19:36Z,@tatumutaaliah1699,Kasihan meraka akibat dinegranya rakus kekusan korban masyarakat kecil,Sorry for them due to the degree of greedy victims of small community victims
2023-11-17T02:19:30Z,@batanongliwun-ql8nx,"Warga Aceh harus tolak bangsa ini jangan sampai kalian menyesal kyk rakyat Malaysia, kerajaan Malaysia tampung mereka malah besar kepala suka bikin onar, mala ada yang suka minta minta di jalan kalo tidak di kasih marah marah mereka, buat kyk negara mereka sendiri.","Acehnese people must reject this nation not to regret it like the people of Malaysia, the Malaysian kingdom has a large head even like to make trouble, there are those who like to ask for asking on the road if they are not loved angry at them, for their own country."
2023-11-17T02:19:10Z,@BACorp,"Mereka tidak semua Rohingya, lebih banyak dari Bangladesh, Keputusan warga aceh sangat tepat pantas diapresisasi..kalau dibiarkan menetap imigran ini akan menjadi masalah bagi rakyat aceh dan negara kita","They are not all Rohingya, more than Bangladesh, the decision of Acehnese people is very appropriate to be appreciated ... if allowed to settled this immigrant will be a problem for the people of Aceh and our country"
2023-11-17T02:19:02Z,@ernawilin,Di mana ini PBB katanya keamanan dunia???,"Where is this UN, said the world's security ???"
2023-11-17T02:18:51Z,@samakorupsinya,Junta Otoriter,Authoritarian junta
2023-11-17T02:18:46Z,@senjugaleri4022,memang tdk seperti kekhalifahan Ottoman yg menolong setiap muslim berada apapun negaranya.<br>jgn lupa dulu juga dibantu muslim dari negara asing (Ottoman) mengusir penjajah.,It is not like the Caliphate of Ottoman who helps every Muslim is whatever the country is. <br> Don't forget to also be assisted by Muslims from a foreign country (Ottoman) to expel the invaders.
2023-11-17T02:18:32Z,@olinaelin9928,Di malaysia org rohingya menyewa sebuah rumah. Sampah dibuang ke selokan atau ditumpuk dibelakang rumah. Atau ada yg jadi pemulung dan rumah sewa jadi tempat menyimpan sampah segunung. Ketika pindah mereka meninggalkan rumah tersebut dalam keadaan yg sangat kotor dan penuh sampah. Begitulah kelakuan mereka. Sangat jorok dan tidak tahu berterimakasih. Tidak beradab. Tidak mematuhi aturan.<br>Mereka ini bangsa pengecut. Lari kocar kacir meninggalkan tanah kelahiran dan kemudian membuat bangsa lain repot melayani mereka.,"In Malaysia, Rohingya rented a house. Waste is thrown into a gutter or stacked behind the house. Or some are scavengers and rental houses become a place to store trash. When they moved they left the house in a very dirty and full trash. That's their behavior. Very dirty and don't know thank you. Uncivilized. Do not comply with the rules. <br> They are cowardly nations. Running in chaos leaves the land of birth and then makes other nations troublesome to serve them."
2023-11-17T02:18:25Z,@vandesom9119,"Katanya solidaritas sesama... Tak beda dengan Pengungsi Afgan, dan Palestina. Membantu mereka karena perang. Bisa juga mereka cari kehidupan yang lebih baik  dibanding negara asalnya yang sangat miskin.","He said the solidarity of others ... No different from Afgan refugees, and Palestine. Help them because of war. They can also find a better life than their very poor home country."
2023-11-17T02:18:24Z,@KunirJaya-iz1ti,Ayo lindungi negara kita,Let's Protect Our Country
2023-11-17T02:18:07Z,@Bambang-oe5ti,Nanti bikin ulah seperti di malaysia,Later it will make actions like in Malaysia
2023-11-17T02:18:07Z,@sunarko7350,kt diakn yg terbaik buat mereka,KT is the best for them
2023-11-17T02:17:41Z,@sunarko7350,diakan punya negara jg,he has a country too
2023-11-17T02:17:33Z,@aqwamulya2198,Bedebah,Bedebah
2023-11-17T02:17:24Z,@sunarko7350,hati2 nanti sprti israel lho...,be careful later like Israel you know ...
2023-11-17T02:16:59Z,@ibrahimmarpaungibrahimmarp5731,It bagus krn mrk ini akan membuat masalh nantiny.,It is good because this will make Masalh Nantiny.
2023-11-17T02:16:41Z,@andikasmith2030,"miris indonesiaku, kalian teriak2 arab hanya diam tidak bantu perang palestina, kita ini bantu saudara muslim yg udah terusir dari negaranya saja  tidak mau , apalagi kalau di minta bantu perang, masih mending bangladesh, walauppun negara mereka miskin, padat, mereka melindungi rohingya dan membeeri mereka tempat tinggal di sana ... mana aceh kok gitu sih ...","Sad Indonesia, you screaming Arabs just silently do not help the Palestinian war, we help Muslim brothers who have been expelled from their country, don't want to, especially if they are asked to help war, still better Bangladesh, even though their country is poor, dense, they protect the Rohingya and bareer. They live there ... where is Aceh like that ..."
2023-11-17T02:16:25Z,@orang_dalam308,"Tolak rohingya, <br>Sambut Palestina!! <br><br>😅😅😅","Reject Rohingya, <br> Welcome Palestine !! <br> <br> 😅😅😅"
2023-11-17T02:15:51Z,@yohanespanggu2853,"Beri saja bantuan dan pergi kembali,","Just give help and go back,"
2023-11-17T02:15:41Z,@faozinemalaia8883,Sebelum komen lebih lanjut<br>ini pengusi <br>Dari mana dan kenp?,Before further commenting <br> where is the inculpation <br> where and Kenp?
2023-11-17T02:15:34Z,@ishaqyousuf4438,"Yg nolak warga Aceh apa warga yg instasi pemerintah? Mosok langsung di usir ke laut lg, mrk kn manusia bkn ikan. Di saat Indonesia lg simpati dngn keadaan di Palestina, dn bnyk yg berdonasi, ini yg dh di dpn mata malah di giniin perlakukan sperti ini","Who refused Acehnese citizens who installed the government? Mosok was immediately kicked into the sea again, they were not fish. When Indonesia sympathy with the situation in Palestine, and the donation, this is what dh in the eye is even treated like this"
2023-11-17T02:15:32Z,@user-zs1wd3bc6p,Orang Aceh aja menolak walau sesama muslim,The Acehnese refused even though fellow Muslims
2023-11-17T02:15:19Z,@AndiSandrina,Koq sesama muslim gak dibantu sih? Palestina jauh2 dibantu. Ini myanmar lho masih di asia tenggara. Gmn nie MUI?,How come fellow Muslims aren't helped? Palestine is helped far. This is Myanmar you are still in Southeast Asia. How are you MUI?
2023-11-17T02:15:10Z,@ngobrolsantuy4640,"Sebaiknya dipulangkan saja, ribet nanti, ya smntara bs dibantu utk keperluan mreka","Should just be repatriated, complicated later, so it can be assisted for their purposes"
2023-11-17T02:14:18Z,@user-or9co7jl1e,Janganlah menolak saudara se Aqidah se Agama,Do not reject you as a religion as a religion
2023-11-17T02:13:53Z,@rellyprawira3261,Berita kapan ini.,When this is.
2023-11-17T02:13:42Z,@trielia9460,INGAT ULAH Imigran yaman contoh yg sgt nyata!!!!,Remember Yemeni immigrants are very real sgt !!!!
2023-11-17T02:13:36Z,@haryogunawanhartono4383,Sono ke Sodara Serumpun nya Rohingya bangsa Malaysieu....di Semenanjung !,Sono to Sodara Senumpunnya Rohingya Nation Malaysieu .... on the Peninsula!
2023-11-17T02:13:32Z,@mroni850,klo tifak melawan maka selamanya mereka akan ditindas... mati tidak melawan maka nyawa melayang sia sia,if the fifak fight then forever they will be oppressed ... Dead not fighting then lives in vain in vain
2023-11-17T02:13:15Z,@kaimuddinmm406,knpa di tolak ...kasian dia...pdhl dia minta perlundungan ...ap lgi saudra muslim,why is it rejected ... sorry for him ... pdhl he asked for a download ... how about the Muslim sister
2023-11-17T02:12:31Z,@artarjs2035,Bukan pengungsi palestina,Not Palestinian refugees
2023-11-17T02:12:06Z,@bernardsinaga2354,Kopibiji pahit .Menurut sy sdh benar Rohingnya suruh balik tokak pergi APBN yg habis nanti tdk bisa kasi Sekolah bea siswa penduduk Asli esrga seluruh Aceh.1 lagi sdh sangat bertahuntahun Rohingnya sdh banyak orang2 ini datangnya selalu ke Aceh .,"Kopibiji is bitter. According to me, the Rohingnya told me back to go back to the APBN which runs out later, I can't give the Social Sciences School of the native of ESRGA throughout Aceh.1 Again, I have been very long since many people have always come to Aceh."
2023-11-17T02:11:56Z,@user-tf2om4jg1b,NNT setelah Rohingnya nanti pengungsi Palestina lagi yang mau dtg ke indonesia.orang Indonesia kan berbaik hati jadi datang sebanyak-banyak saja ya😊,NNT after the Rohingnya later Palestinian refugees who want to go to Indonesia. Indonesian people are kind enough to come as much as possible
2023-11-17T02:11:48Z,@olinaelin9928,Baguslah ditolak. Muslim tapi pengecut.,Good refused. Muslim but cowardly.
2023-11-17T02:11:38Z,@Pejuang_Palestina01,"Awas mereka bisa saja menguasai sepetak tanah aceh , seperti kejadian Yahudi yg menguasai tanah Palestina . <br><br>Tujuan pertama mengungsi , tapi lama-lama muncul pemikiran ingin memiliki hak tanah tersebut .<br><br>Hati2 . Hanya mengingatkan saja.","Beware they could have controlled a piece of Aceh's land, like the Jewish incident that controlled the Palestinian land. <br> <br> The first goal is to evacuate, but after a long time the thought emerged to have the rights of the land. <br> <br> Be careful. Just remind."
2023-11-17T02:11:24Z,@sukospd1724,Mohon pemerintah  memperhatikan atas nama kemanusiaan,Please pay attention to the name of humanity
2023-11-17T02:11:24Z,@tias4086,"Ayolah kaesang n gibran, kalian bs pasang baliho yg dananya seabrek2 itu knp ga dikirim bantu k pengungsi ini.","Come on, Kaesang n Gibran, you can install billboards whose funds are very much, why don't you send this refugee."
2023-11-17T02:11:03Z,@sukmapradana7812,"Ya Allah tega banget, kalau di jawa masih ada lahan kosong, biarlah mereka jadi petani disana.","O Allah, really, if in Java there is still vacant land, let them be farmers there."
2023-11-17T02:10:58Z,@ariestadedepepy6004,Ya Allah,Dear Allah
2023-11-17T02:10:38Z,@semangaterus,Rakyat Aceh makin cerdas,The people of Aceh are getting smarter
2023-11-17T02:10:11Z,@ludkatak9388,Coba taruh di pondok pesantren nya habib bahar atau rizik gimana reaksinya,Try to put it in the Islamic boarding school Habib Bahar or Rizik how the reaction
2023-11-17T02:09:38Z,@ana-mi2dz,kasiyaaan bngt y alloh luat ny,I really
2023-11-17T02:09:37Z,@user-kt7jq4np8r,Kadrun menolak kadrun.... Sok bela bela hammas,Kadrun rejected Kadrun .... pretentious defense of Bela Hammas
2023-11-17T02:09:36Z,@kangsule7526,Bukannya myanmar lg konflik antar militer dan bbrp militan yg gk setuju kudeta militer?<br>Lah msh smpt2nya mnganiaya warga rohingya. Aplg klo bukan alasan rasisme.,"Instead of Myanmar, conflict between the military and some militants who don't agree with a military coup? APLG if it's not the reason for racism."
2023-11-17T02:09:27Z,@lizaharfinarambe1697,Ini tanggung jawab negaranya...myanmar,This is the responsibility of the country ... Myanmar
2023-11-17T02:09:25Z,@chekheterchannel3797,"Ini tindak betul sekali krn akan menambah beban suatu kampung,bahkan pemerintah.","This is a very true act because it will add to the burden of a village, even the government."
2023-11-17T02:09:09Z,@fonkyal-jayasinga2312,Mreka kesana karena mreka dapt info krn di aceh Muslim ...ternyata MUISKIN CEH,They go there because they can get info because in Aceh Muslim ... it turns out that Muiskin Ceh
2023-11-17T02:09:03Z,@zildjianamin2076,Kenapa negara2 tetangga menolak mereka.tentu karna sifat2 mereka.,Why are neighbors rejecting them. Certainly because of their nature.
2023-11-17T02:08:39Z,@muhammadbizmrthq6807,long tiger,Long Tiger
2023-11-17T02:08:34Z,@user-yc1zp1vu9t,kasihan banget ya allah sesama manusia.seharusnya ditrima warga.di kasih lahan.tanah kan luas.di dunia kan cuma sekejap saja.tanah luas berhektar hektar gak bakal di bawa mati.paling buat ngubur jasadmu cuma beberapa meter itu juga milik ALLAH SWT.warga aceh pelit x...di datangkan teguran dari ALLAH SWT.baru tau rasa,"It's a pity, God is a fellow human. Aceh stingy x ... brought a reprimand from Allah SWT."
2023-11-17T02:08:25Z,@alvionitalee1307,suruh  k palestina,told K Palestine
2023-11-17T02:08:24Z,@adinda4161,Jgn mau terima<br>Biar kan pulang ke negera nya<br>Lama2 indonesia ini sgn pnduduk yg tidak jelas<br>Smngat utk wrga aceh jgn mau nerima mereka biar kan blik ke asal negeri nya sana,"Don't want to accept <br> so that you will go back to the country <br> for a long time this Indonesia is unclear, all for Aceh, don't want to accept them so that they can be blicted to the country there"
2023-11-17T02:08:22Z,@TheHunter3399,Dulu pernah rohingya ke aceh tapi tidak sopan dan malah menghina Indonesia. search aja &quot;rohingya kurang ajar di indonesia&quot; disitu banyak,Previously Rohingya went to Aceh but were not polite and instead insulted Indonesia. just search & quot; Rohingya insolent in Indonesia & quot; There are many
2023-11-17T02:08:07Z,@yulfasnow5081,"Kenapa tidak di tampung saja, Mereka itu kan kaum Muslimin, dan Muslimin bersaudara, menurut pendapat Saya , pemerintahan bisa cari tanah untuk Mereka tinggal dan bangun perkampungan di sana.","Why not just accommodate, they are Muslims, and Muslim brothers, in my opinion, government can find land for them to live and build villages there."
2023-11-17T02:08:03Z,@raheldragneel322,"Mending tolak aja,,dripda jdi masalah kayak di malaysia","It's better to just refuse, Dripda is a problem like in Malaysia"
2023-11-17T02:07:56Z,@gigigiyi,"Ya ALLOH inilah tanda tanda akhir zaman,dimana umat islam banyak tapi seperti buih dilautan dan AL-QURAN ,SUNNAH NABI SAW mulai di tinggalkan,padahal ajaran islam menerangkan umat muslim dan muslim lainnya adalah saudara tidak terbatas wilayah dan bangsa","Yes Allah is a sign of the end of the times, where many Muslims but like foam in the ocean and the Koran, the Sunnah of the Prophet begins to be left behind, even though the teachings of Islam explain Muslims and other Muslims are you are not limited to territory and nation"
2023-11-17T02:07:53Z,@Guidelines_,CEGAH MRK SEBLM TERLAMBAT !,Prevent them too late!
